Name,Year,Global_Sales
Ultimate Board Game Collection,2007.0,0.07
BeatMania,2006.0,0.07
Enemy Front,2014.0,0.07
Fantastic Four,1997.0,0.07
Tournament of Legends,2010.0,0.07
River City Ransom EX,2004.0,0.07
San Goku Shi Taisen Ten,2008.0,0.07
Strike Point,1996.0,0.07
Tom and Jerry in War of the Whiskers,2003.0,0.07
Suzumiya Haruhi no Gekidou,2009.0,0.07
Jackass the Game DS,2008.0,0.07
Robot Alchemic Drive,2002.0,0.07
Samurai Shodown,1993.0,0.07
Lifeline,2003.0,0.07
Dragon Valor,1999.0,0.07
Power Pro GB,1998.0,0.07
Sudoku Fever,2006.0,0.07
The Putter Golf,2001.0,0.07
Super Real Mahjong Graffiti,1995.0,0.07
Alan Wake,2012.0,0.07
Ninja Warriors,1993.0,0.07
Zettai Onkan Otoda Master,2007.0,0.07
Basketball Hall of Fame Ultimate Hoops Challenge,2010.0,0.07
TigerShark,1997.0,0.07
Sega Soccer Slam,2002.0,0.07
Obscure,2004.0,0.07
Mario Tennis,2010.0,0.07
Deep Labyrinth,2006.0,0.07
Tropix,2008.0,0.07
God Hand,2006.0,0.07
The Tale of Despereaux,2008.0,0.07
Legends of Wrestling II,2002.0,0.07
Kanji Sonomama DS Rakubiki Jiten,2006.0,0.07
Pipe Mania,2008.0,0.07
everGirl,2005.0,0.07
Heroes Phantasia,2012.0,0.07
Jewels of the Ages,2011.0,0.07
World Racing,2003.0,0.07
Penguins of Madagascar,2014.0,0.07
Card Games,2000.0,0.07
My Amusement Park,2010.0,0.07
Destrega,1998.0,0.07
The Final Round,1996.0,0.07
Hyperdimension Neptunia Victory,2014.0,0.07
Fantasy Aquarium World,2009.0,0.07
Monster Tale,2011.0,0.07
Tokobot,2005.0,0.07
Gambler Densetsu Tetsuya,2001.0,0.07
The Guided Fate Paradox,2013.0,0.07
Karaoke Revolution Party,2005.0,0.07
MotorStorm RC,2012.0,0.07
Gundam Try Age SP,2014.0,0.07
Top Gun,2011.0,0.07
Gunstar Super Heroes,2005.0,0.07
Insecticide,2008.0,0.07
Dream C Club,2009.0,0.07
Disney Infinity,2013.0,0.07
Chocolatier,2010.0,0.07
Hasbro Family Game Night Fun Pack,2011.0,0.07
Speed Racer,1996.0,0.07
NHL Hitz Pro,2003.0,0.07
Walt Disney Pictures Presents Enchanted,2007.0,0.07
Ojyousama Express,1998.0,0.06
Chrysler Classic Racing,2008.0,0.06
Wings of War,2004.0,0.06
Genkai Tokki Monster Monpiece,2013.0,0.06
Desert Strike Advance,2002.0,0.06
Kabuki Warriors,2001.0,0.06
Gradius Collection,2006.0,0.06
Discworld,1994.0,0.06
The LEGO Movie Videogame,2014.0,0.06
Escape from Bug Island,2006.0,0.06
World Poker Tour,2005.0,0.06
July,1998.0,0.06
Kanon,2000.0,0.06
NanoBreaker,2005.0,0.06
Bionicle,2003.0,0.06
My Pet Shop,2008.0,0.06
BMX XXX,2002.0,0.06
Aggressive Inline,2002.0,0.06
Western Riding Academy,2010.0,0.06
My Pet Chimp,2010.0,0.06
Bullet Girls,2014.0,0.06
Legend of the Dragon,2007.0,0.06
Ray Tracers,1997.0,0.06
Kururin Paradise,2002.0,0.06
Fast Food Panic,2009.0,0.06
Dynasty Warriors Vs,2012.0,0.06
Sunrise Eiyuutan R,2000.0,0.06
Octomania,2007.0,0.06
Tonka Rescue Patrol,2003.0,0.06
GunGriffon II,1998.0,0.06
Crimson Gem Saga,2008.0,0.06
Legend of Kay,2015.0,0.06
Bomberman Land,2007.0,0.06
Spy Fox in Dry Cereal,2008.0,0.06
Cel Damage,2002.0,0.06
Bionicle Heroes,2006.0,0.06
The Pinball of the Dead,2002.0,0.06
Bubble Bobble also featuring Rainbow Islands,1995.0,0.06
Panzer Tactics,2007.0,0.06
Robotica,1994.0,0.06
Star Fighter,1995.0,0.06
Age of Empires Online,2011.0,0.06
Alien Syndrome,2007.0,0.06
Legend of Kay,2010.0,0.06
Mystic Heroes,2002.0,0.06
From The Abyss,2008.0,0.06
Samurai Shodown Anthology,2008.0,0.06
Unchained Blades,2011.0,0.06
Sudoku Ball Detective,2009.0,0.06
LEGO Bionicle,2001.0,0.06
Power Shovel,2000.0,0.06
Blur,2010.0,0.06
Strike Force Bowling,2005.0,0.06
Song of the Deep,2016.0,0.06
There,2002.0,0.06
Tokimeki no Houkago,1998.0,0.06
Championship Surfer,2000.0,0.06
Unreal Tournament III,2007.0,0.06
Monster Garage,2004.0,0.06
The Next BIG Thing,2011.0,0.06
Tecmo Classic Arcade,2005.0,0.06
Biker Mice From Mars,2006.0,0.06
A New Beginning,2010.0,0.06
Alone in the Dark,2008.0,0.06
Guilty Gear XX Accent Core Plus,2008.0,0.06
Muppets Party Cruise,2003.0,0.06
Higurashi Daybreak Portable,2008.0,0.06
Blast Lacrosse,2001.0,0.06
DreamWorks Super Star Kartz,2011.0,0.06
Arkanoid DS,2007.0,0.06
Barbie and Her Sisters Puppy Rescue,2015.0,0.06
Puzzler Collection,2008.0,0.06
Akai Katana Shin,2011.0,0.06
Terraria,2014.0,0.06
KimiKiss,2006.0,0.06
Cold Fear,2005.0,0.06
World Cup of Pool,2009.0,0.06
Busy Scissors,2010.0,0.06
Shining Force Feather,2009.0,0.06
Big Bang Mini,2009.0,0.06
Cocoto Kart Racer,2008.0,0.06
The Great Escape,2003.0,0.06
Kurupoto Cool Cool Stars,2007.0,0.06
The Witcher,2007.0,0.06
PenPen TriIceLon,1998.0,0.06
Warriors of the Lost Empire,2007.0,0.06
Vexx,2003.0,0.06
Crazy Chicken Tales,2009.0,0.06
Playmobil Knights,2009.0,0.06
Disney Sports Skateboarding,2002.0,0.06
DropCast,2008.0,0.06
Inversion,2012.0,0.06
Alvin and the Chipmunks,2007.0,0.06
Neon Genesis Evangelion,1999.0,0.06
Serious Sam II,2005.0,0.06
Remember Me,2013.0,0.06
ICO,2011.0,0.06
NBA Hangtime,1996.0,0.06
Brunswick Circuit Pro Bowling,1999.0,0.06
CyberTiger,2000.0,0.06
Penny Racers,1998.0,0.06
Marvel Super Heroes,1997.0,0.06
Polaris SnoCross,2000.0,0.06
Worms Blast,2002.0,0.06
Tokyo Xtreme Racer Advance,2005.0,0.06
Gun Showdown,2006.0,0.06
Showtime Championship Boxing,2007.0,0.06
Syndicate,1992.0,0.06
Power Pro Success Legends,2010.0,0.06
Rock Blast,2008.0,0.06
Pheasants Forever Wingshooter,2010.0,0.06
Killer Loop,1999.0,0.06
Xiaolin Showdown,2006.0,0.06
Worldwide Soccer,1994.0,0.06
Darksiders II,2015.0,0.06
Rapala Pro Fishing,2004.0,0.06
Create,2010.0,0.06
Impossible Mission,2007.0,0.06
Satisfashion,2010.0,0.06
Klonoa Beach Volleyball,2002.0,0.06
TrackMania Turbo,2016.0,0.06
Mercury Meltdown,2006.0,0.06
SingStar Mallorca Party,2009.0,0.06
I Am In The Movie,2012.0,0.06
Trapt,2005.0,0.06
Splat Renegade Paintball,2005.0,0.06
Zendoku,2007.0,0.06
PoPoLoCrois,2005.0,0.06
Dragon Rage,2001.0,0.06
Petz Bunnyz Bunch,2011.0,0.06
Emblem of Gundam,2008.0,0.06
The Fast and the Furious,2006.0,0.06
Gem Smashers,2011.0,0.06
Killing Zone,1996.0,0.06
Policenauts,1995.0,0.06
Adventures of Lolo,1989.0,0.06
Racing Gears Advance,2004.0,0.06
Project Setsuna,2016.0,0.06
Tanjou S Debut,1996.0,0.06
Nendoroid Generation,2012.0,0.06
Honeycomb Beat,2006.0,0.06
Broken Helix,1997.0,0.06
The Saboteur,2009.0,0.06
Nanostray,2005.0,0.06
Vitamin X to Z,2011.0,0.06
Fatal Frame,2002.0,0.06
Generation of Chaos,2005.0,0.06
Pucca Power Up,2011.0,0.06
World Championship Athletics,2009.0,0.06
Yomawari,2015.0,0.06
Jumble Madness,2009.0,0.06
Minna no Sukkiri,2009.0,0.06
Catwoman,2004.0,0.06
Noddy in Toyland,2011.0,0.06
Aquarium by DS,2008.0,0.06
Ride to Hell,2013.0,0.06
Burning Rangers,1998.0,0.06
PopStar Guitar,2008.0,0.06
Constantine,2005.0,0.06
Chaos Rings III,2014.0,0.06
Senritsu no Stratus,2011.0,0.06
Titan Quest,2006.0,0.06
Wantame Fortune Channel,2007.0,0.06
Kamen Rider Kabuto,2006.0,0.06
Zero Divide,1995.0,0.06
FIFA Street,2005.0,0.06
Lost Kingdoms II,2003.0,0.06
Aggressive Inline,2002.0,0.06
Nights of Azure,2015.0,0.06
SD Gundam G Generation Wars,2009.0,0.06
Tokyo Twilight Ghost Hunters,2014.0,0.06
Dino Pets,2009.0,0.06
Gintama no Sugoroku,2013.0,0.06
Kid Fit Island Resort,2010.0,0.06
Roogoo Twisted Towers,2009.0,0.06
Myst,1994.0,0.06
Toaru Kagaku no Chou Denjihou,2011.0,0.06
The Lost Chronicles of Zerzura,2012.0,0.06
Ski Region Simulator,2011.0,0.06
Angelique Trois,2000.0,0.06
MotoGP,2002.0,0.06
GunPey,2006.0,0.06
Yuugen Gaisha Brave Company,2011.0,0.06
Coraline,2009.0,0.06
Gunbird,1995.0,0.06
Dream C Club Portable,2010.0,0.06
Elemental Gearbolt,1997.0,0.06
Space Chimps,2008.0,0.06
Grand Kingdom,2015.0,0.06
Whiplash,2003.0,0.06
Impact Racing,1996.0,0.06
Sled Shred featuring the Jamaican Bobsled Team,2010.0,0.06
Amazing Island,2004.0,0.06
SeaBlade,2002.0,0.06
Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000.0,0.06
Hail to the Chimp,2008.0,0.06
Legend of Kay,2015.0,0.05
Kyoukai Senjou no Horizon Portable,2013.0,0.05
Worms World Party,2002.0,0.05
NHL Legacy,2015.0,0.05
Speed Kings,2003.0,0.05
Drivers Ed Portable,2008.0,0.05
Unsolved Crimes,2008.0,0.05
Bombastic,2002.0,0.05
Xiaolin Showdown,2006.0,0.05
Samurai Dou Portable,2008.0,0.05
Princess on Ice,2008.0,0.05
Miracle Girls Festival,2015.0,0.05
Dual Hearts,2002.0,0.05
Mister Slime,2008.0,0.05
Learn Science,2010.0,0.05
Sega Soccer Slam,2002.0,0.05
Vertigo,2009.0,0.05
Front Mission Evolved,2010.0,0.05
Carve,2004.0,0.05
BlowOut,2003.0,0.05
McDROID,2011.0,0.05
WTA Tour Tennis,2001.0,0.05
Rez,2001.0,0.05
Samurai Deeper Kyo,2002.0,0.05
Samantha Swift and the Hidden Roses of Athena,2010.0,0.05
Dark Souls III,2016.0,0.05
Sitting Ducks,2003.0,0.05
Imagine Animal Doctor Care Center,2010.0,0.05
NFL Blitz Pro,2003.0,0.05
Venetica,2009.0,0.05
Wakeboarding Unleashed Featuring Shaun Murray,2003.0,0.05
ZombiU,2016.0,0.05
Domino Rally,2007.0,0.05
Judge Dredd,1997.0,0.05
Minna no Ennichi,2012.0,0.05
King Arthur,2004.0,0.05
DoDonPachi Resurrection,2010.0,0.05
Bass Rise,1999.0,0.05
Dynamite Headdy,1993.0,0.05
Culdcept Revolt,2016.0,0.05
Pachinko Wars II,1993.0,0.05
Omega Labyrinth,2015.0,0.05
Cities in Motion,2011.0,0.05
Aliens in the Attic,2009.0,0.05
Code Lyoko,2007.0,0.05
Taito Legends Power Up,2007.0,0.05
Metal Slug Anthology,2007.0,0.05
Powerdrome,2004.0,0.05
Legend of Kay,2005.0,0.05
Koi to Senkyo to Chocolate Portable,2012.0,0.05
IndyCar Series,2003.0,0.05
Dokapon Journey,2008.0,0.05
Pony Friends,2007.0,0.05
Natural Doctrine,2014.0,0.05
MorphX,2010.0,0.05
Stranger of Sword City,2015.0,0.05
Air Traffic Chaos,2007.0,0.05
Shifters,2002.0,0.05
RPG Tsukuru DS,2010.0,0.05
Lagoon,1991.0,0.05
Project Setsuna,2016.0,0.05
Microsoft Flight Simulator X Acceleration Expansion Pack,2007.0,0.05
Mortal Kombat X,2015.0,0.05
Mawashite Tsunageru Touch Panic,2006.0,0.05
Luminous Arc Infinity,2015.0,0.05
Sigma Star Saga,2005.0,0.05
Assetto Corsa,2016.0,0.05
Sengoku Basara X,2008.0,0.05
Ontamarama,2007.0,0.05
Downforce,2002.0,0.05
Bejeweled Twist,2008.0,0.05
Street Fighter V,2016.0,0.05
Enemy Front,2014.0,0.05
Dream Salon,2009.0,0.05
Jenga World Tour,2007.0,0.05
Phantom Crash,2002.0,0.05
Fishdom,2011.0,0.05
Expendable,1999.0,0.05
The Typing of the Dead,2000.0,0.05
Child of Light,2014.0,0.05
Kart Racer,2009.0,0.05
Bakemonogatari Portable,2012.0,0.05
Shrek Super Party,2003.0,0.05
Caligula,2016.0,0.05
Dungeon Raiders,2009.0,0.05
Second Sight,2004.0,0.05
Philosoma,1995.0,0.05
Puyo Pop,2001.0,0.05
Super Heroine Chronicle,2014.0,0.05
Kamiwaza,2006.0,0.05
Rave Master,2002.0,0.05
The Technomancer,2016.0,0.05
Kinnikuman Muscle Grand Prix Max,2006.0,0.05
Hotel for Dogs,2009.0,0.05
LEGO The Hobbit,2014.0,0.05
Alias,2004.0,0.05
Super Robot Taisen Neo,2009.0,0.05
Dual Heroes,1997.0,0.05
Winning Post World,2009.0,0.05
Arx Fatalis,2003.0,0.05
My Body Coach,2009.0,0.05
Dead in the Water,1999.0,0.05
Guilty Gear Dust Strikers,2006.0,0.05
Dark Summit,2002.0,0.05
Singularity,2010.0,0.05
George of the Jungle and the Search for the Secret,2008.0,0.05
Turbo Turtle Adventure,2002.0,0.05
The Lost Treasures of Alexandria,2011.0,0.05
Chronicles of the Sword,1996.0,0.05
Hail to the Chimp,2008.0,0.05
The Lost Vikings,2003.0,0.05
Keiba Eight Special,1993.0,0.05
Need for Speed Carbon,2006.0,0.05
Pirates vs Ninja Dodgeball,2009.0,0.05
Cartoon Network Racing,2006.0,0.05
Hokuto no Ken,2007.0,0.05
Stretch Panic,2001.0,0.05
Empire Earth,2001.0,0.05
Baku Baku,1995.0,0.05
Rogue Ops,2003.0,0.05
Hummer Badlands,2006.0,0.05
Freelancer,2003.0,0.05
Furu Furu Park,2007.0,0.05
Monster Band,2008.0,0.05
Alter Echo,2003.0,0.05
QUIZ PARTY,2012.0,0.05
MTX Mototrax,2006.0,0.05
Houkago Shounen,2008.0,0.05
Whirl Tour,2002.0,0.05
Pinball Tycoon,2002.0,0.05
Cartoon Network Block Party,2004.0,0.05
Power Spike Pro Beach Volleyball,2000.0,0.05
ZooCube,2002.0,0.05
Stunt GP,2001.0,0.05
World Series of Poker,2005.0,0.05
Jikkyou Oshaberi Parodius,1995.0,0.05
Johnny Bazookatone,1995.0,0.05
Beastly Frantic Foto,2011.0,0.05
Neverland Card Battles,2008.0,0.05
Need for Speed Underground,2003.0,0.05
Reign of Fire,2002.0,0.05
Worms Reloaded,2010.0,0.05
StarCraft,1998.0,0.05
Koihime Musou,2008.0,0.05
Kekkon Zenya,1995.0,0.05
Barnyard,2006.0,0.05
Next Generation of Chaos,2002.0,0.05
GrimGrimoire,2007.0,0.05
Putty Squad,2013.0,0.05
Taito Legends,2005.0,0.05
Far Cry,2004.0,0.05
Silhouette Mirage,1998.0,0.05
Block Kuzushi,1995.0,0.05
American Bass Challenge,2001.0,0.05
Secret Service,2008.0,0.05
Ship Simulator Extremes,2010.0,0.05
Zoop,1995.0,0.05
Powerful Golf,2011.0,0.05
Amnesia Crowd,2013.0,0.05
Ribbit King,2003.0,0.05
Diabolik Lovers,2012.0,0.05
Rock of the Dead,2010.0,0.05
The Sims,2000.0,0.05
Jewel Quest Mysteries,2009.0,0.05
Moon,2009.0,0.05
Gummy Bears Mini Golf,2010.0,0.05
Company of Heroes,2006.0,0.05
Color Cross,2008.0,0.05
Gaist Crusher,2013.0,0.05
Punch King,2002.0,0.05
The Dark Spire,2008.0,0.05
Kakuto Chojin,2002.0,0.05
Beyond Oasis,1993.0,0.05
Snoopy vs the Red Baron,2006.0,0.05
Jonah Lomu Rugby Challenge,2011.0,0.05
Pool Party,2007.0,0.05
Microsoft Train Simulator,2001.0,0.05
Shin Megami Tensei NINE,2002.0,0.05
Magic Carpet,1995.0,0.05
GunPey DS,2006.0,0.05
Wing Island,2006.0,0.05
Supreme Commander,2007.0,0.05
SD Gundam G Generation World,2011.0,0.05
Galaxy Racers,2010.0,0.05
Wonder World Amusement Park,2008.0,0.05
Bubble Bobble Revolution,2005.0,0.05
Shaun the Sheep,2008.0,0.05
River City Soccer Hooligans,2010.0,0.05
Shin Hayarigami,2014.0,0.05
TMNT,2007.0,0.05
Puyo Puyo Tetris,2014.0,0.05
Gitaroo Man,2001.0,0.05
Super Bubble Pop,2003.0,0.05
Mafia,2002.0,0.05
Ride to Hell,2013.0,0.05
Arctic Tale,2007.0,0.05
Balloon Pop,2007.0,0.05
Time Travelers,2012.0,0.05
Amnesia Later,2012.0,0.05
Cocoto Kart Racer,2004.0,0.05
Test Drive Le Mans,1999.0,0.05
Counter Force,2007.0,0.05
Big Air Freestyle,2002.0,0.05
Mike Tyson Heavyweight Boxing,2002.0,0.05
The Berenstain Bears and the Spooky Old Tree,2005.0,0.05
Ford Bold Moves Street Racing,2006.0,0.05
Hiiro no Kakera DS,2008.0,0.05
March of the Penguins,2006.0,0.05
Rock of the Dead,2010.0,0.05
The Misadventures of Tron Bonne,1999.0,0.05
Wolfenstein,2009.0,0.05
Wrath Unleashed,2004.0,0.05
Yoru no Nai Kuni,2015.0,0.05
Double Dragon Advance,2003.0,0.05
Family Fortunes,2009.0,0.05
The Bible Game,2005.0,0.05
World Fantasista,2002.0,0.05
Yager,2003.0,0.05
Toukiden Kiwami,2014.0,0.05
Futurama,2003.0,0.05
Pool Hall Pro,2009.0,0.05
Ape Escape,2010.0,0.05
Activision Anthology,2003.0,0.05
Gray Matter,2011.0,0.05
LEGO Friends,2013.0,0.05
Trigger Man,2004.0,0.05
Art of Fighting Anthology,2006.0,0.04
Rapala Trophies,2006.0,0.04
The Tale of Despereaux,2008.0,0.04
Guilty Gear XX Accent Core,2007.0,0.04
Assault Rigs,1996.0,0.04
World Championship Spelling,2010.0,0.04
Bionicle Heroes,2007.0,0.04
Honda ATV Fever,2010.0,0.04
Front Mission,2007.0,0.04
Dead Island Definitive Collection,2016.0,0.04
Praetorians,2003.0,0.04
Angelique Duet,1998.0,0.04
Crushed Baseball,2004.0,0.04
Dark Arena,2002.0,0.04
Heatseeker,2007.0,0.04
Growlanser,2009.0,0.04
Grand Slam,1997.0,0.04
Coraline,2009.0,0.04
Dead Head Fred,2007.0,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009.0,0.04
Puyo Puyo Tetris,2014.0,0.04
Rogue Trooper,2006.0,0.04
Spy Fiction,2003.0,0.04
Top Gun,2006.0,0.04
Gem Smashers,2011.0,0.04
King Arthur,2004.0,0.04
Chicken Shoot,2005.0,0.04
Advance Guardian Heroes,2004.0,0.04
Castle of Shikigami III,2007.0,0.04
Star X,2002.0,0.04
Get Up and Dance,2011.0,0.04
The King of Fighters Kyo,1998.0,0.04
Yowamushi Pedal,2015.0,0.04
Life is Strange,2016.0,0.04
Mechanic Escape,2012.0,0.04
Little Battlers eXperience W,2012.0,0.04
The Smurfs,1998.0,0.04
Strike Force Bowling,2004.0,0.04
Chessmaster,2002.0,0.04
The Kore Gang,2010.0,0.04
SX Superstar,2003.0,0.04
Saki Portable,2010.0,0.04
Outlaw Tennis,2005.0,0.04
Free Running,2009.0,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013.0,0.04
Barnyard,2006.0,0.04
SPRay,2008.0,0.04
Battle Rage,2008.0,0.04
Zombi Daisuki,2011.0,0.04
The Invincible Iron Man,2002.0,0.04
Refrain no Chika Meikyuu to Majo no Ryodan,2016.0,0.04
Dance Dance Revolution Disney Mix,2000.0,0.04
Playmobil Top Agents,2010.0,0.04
Super Robot Taisen OG Infinite Battle,2013.0,0.04
Scaler,2004.0,0.04
Puyo Pop Fever,2004.0,0.04
Hana to Ikimo no Rittai Zukan,2011.0,0.04
Bloody Roar Extreme,2003.0,0.04
Platinum Sudoku,2007.0,0.04
The Sims Deluxe,2002.0,0.04
Amagami,2014.0,0.04
Pocket Pool,2007.0,0.04
NCIS,2011.0,0.04
The Cube,2012.0,0.04
Breath of Fire III,2005.0,0.04
Amnesia,2011.0,0.04
Great Battle Full Blast,2012.0,0.04
Guilty Gear XX Accent Core,2007.0,0.04
World Poker Tour,2006.0,0.04
Watashi no Relaxuma,2007.0,0.04
Phantom Kingdom Portable,2011.0,0.04
Heroes of Might and Magic V,2006.0,0.04
Mazes of Fate DS,2008.0,0.04
Mortimer Beckett and the Secrets of Spooky Manor,2008.0,0.04
Ferrari Challenge Trofeo Pirelli,2008.0,0.04
Dark Half,1996.0,0.04
Imperial Glory,2005.0,0.04
Shukufuku no Campanella Portable,2010.0,0.04
The Wolf Among Us,2011.0,0.04
Sonic PC Collection,2009.0,0.04
Yourself Fitness,2005.0,0.04
Rise of Nations,2003.0,0.04
WarJetz,2001.0,0.04
Catwoman,2004.0,0.04
Gakuen Hetalia Portable,2011.0,0.04
Capcom Fighting Evolution,2005.0,0.04
Novastorm,1995.0,0.04
Dead Ball Zone,1998.0,0.04
Haunted Casino,1996.0,0.04
World Series Baseball,1994.0,0.04
Aeon Flux,2005.0,0.04
Chicken Blaster,2009.0,0.04
Metal Max Returns,1995.0,0.04
Shattered Union,2005.0,0.04
Unchained Blades,2011.0,0.04
Ookami Kakushi,2009.0,0.04
City Builder,2010.0,0.04
Monaco Grand Prix,1999.0,0.04
Worms Armageddon,1999.0,0.04
Deadly Arts,1998.0,0.04
Super Black Bass Fishing,2005.0,0.04
Imabikisou,2007.0,0.04
Logic Machines,2009.0,0.04
Antz Extreme Racing,2002.0,0.04
Motto TOEIC Test DS Training,2008.0,0.04
Super Robot Gakuen,2009.0,0.04
Terraria,2014.0,0.04
Empire Earth III,2007.0,0.04
Mike Tyson Boxing,2002.0,0.04
Clannad,2006.0,0.04
Guild Wars Trilogy,2005.0,0.04
Patrician IV,2010.0,0.04
Fritz Chess,2009.0,0.04
The Da Vinci Code,2006.0,0.04
Metal Slug XX,2009.0,0.04
Sacred Blaze,2009.0,0.04
Thoroughbred Breeder II Plus,1995.0,0.04
Pure Pinball,2004.0,0.04
Shadow of the Colossus,2011.0,0.04
Phantom Breaker,2011.0,0.04
Gummy Bears Mini Golf,2010.0,0.04
Brothers In Arms DS,2007.0,0.04
Clannad,2008.0,0.04
Stuntman,2003.0,0.04
Time Travelers,2012.0,0.04
Syndicate Wars,1997.0,0.04
Tiger Woods PGA Tour Golf,2002.0,0.04
All Points Bulletin,2010.0,0.04
The Movies,2005.0,0.04
SuperCar Challenge,2009.0,0.04
PopStar Guitar,2008.0,0.04
Outlaw Volleyball Remixed,2004.0,0.04
The Adventures of Darwin,2006.0,0.04
Blood Bowl,2009.0,0.04
Hyperdimension Neptunia Victory II,2015.0,0.04
A Ressha de Ikou DS,2009.0,0.04
Ballistic,1999.0,0.04
Caesar IV,2006.0,0.04
Song of the Deep,2016.0,0.04
Gundam Battle Online,2001.0,0.04
Harry Potter and the Order of the Phoenix,2007.0,0.04
Stolen,2005.0,0.04
Famicom Remix Best Choice,2015.0,0.04
Pro Race Driver,2003.0,0.04
Sleepover Party,2009.0,0.04
Ide Yosuke no Mahjong Kazoku,1995.0,0.04
Richard Burns Rally,2004.0,0.04
Countdown Vampires,1999.0,0.04
Crypt Killer,1997.0,0.04
The Treasures of Montezuma,2010.0,0.04
Harry Potter and the Prisoner of Azkaban,2004.0,0.04
Battle Hunter,1999.0,0.04
Adidas Power Soccer,1996.0,0.04
LEGO Jurassic World,2015.0,0.04
Darklight Conflict,1997.0,0.04
Rabbids Land,2012.0,0.04
The Ripping Friends,2002.0,0.04
Rodea the Sky Soldier,2015.0,0.04
Konami Arcade Classics,1999.0,0.04
Super Army War,2005.0,0.04
Echo Night Beyond,2004.0,0.04
Minna no Chizu,2006.0,0.04
Taikou Risshiden V,2009.0,0.04
Shin Hayarigami,2014.0,0.04
Jikkyou Powerful Major League,2006.0,0.04
Suzumiya Haruhi no Tsuisou,2011.0,0.04
Zoo Hospital,2007.0,0.04
Evolution Skateboarding,2002.0,0.04
Tenshou Gakuen Gekkouroku,2006.0,0.04
APB Reloaded,2011.0,0.04
Big Mutha Truckers,2005.0,0.04
DT Carnage,2009.0,0.04
Ragnarok Odyssey,2014.0,0.04
Cy Girls,2004.0,0.04
The Sum of All Fears,2002.0,0.04
Bubble Bobble Double Shot,2007.0,0.04
Galaxy Fight,1994.0,0.04
Chaos Wars,2006.0,0.04
Steambot Chronicles,2005.0,0.04
Super Hero Generation,2014.0,0.04
Scaler,2004.0,0.04
NHL Legacy,2015.0,0.04
Legasista,2012.0,0.04
The Night of the Rabbit,2013.0,0.04
Fading Shadows,2008.0,0.04
Without Warning,2005.0,0.04
Smashing Drive,2002.0,0.04
Sudoku Ball Detective,2009.0,0.04
Monster Force,2002.0,0.04
World of Goo,2008.0,0.04
World in Conflict,2007.0,0.04
Ray Gigant,2015.0,0.04
Ailu de Puzzle,2012.0,0.04
True Pinball,1996.0,0.04
Stadium Games,2003.0,0.04
Power Play Pool,2006.0,0.04
Obscure,2004.0,0.04
Caesar III,1998.0,0.04
Mahjong Taikai,2004.0,0.04
Espgaluda II Black Label,2010.0,0.04
Bratz Kidz,2008.0,0.04
Barbie and Her Sisters Puppy Rescue,2015.0,0.04
Gothic Universe,2007.0,0.04
Ultimate Game Room,2009.0,0.04
Alpha Protocol,2010.0,0.04
Penguins of Madagascar,2014.0,0.04
DarkStar One,2006.0,0.04
Cook Wars,2009.0,0.04
The Ant Bully,2006.0,0.04
Sega Arcade Gallery,2003.0,0.04
Crazy Machines,2008.0,0.04
Astrology DS,2009.0,0.04
The Cursed Crusade,2011.0,0.04
Castlevania Bloodlines,1994.0,0.04
FabStyle,2011.0,0.03
Zenkoku Dekotora Matsuri,2008.0,0.03
Onechanbara Z Kagura,2013.0,0.03
MX World Tour Featuring Jamie Little,2005.0,0.03
Radiant Silvergun,1998.0,0.03
Bounty Hounds,2006.0,0.03
The Void,2008.0,0.03
Sky Dancers,2005.0,0.03
Silent Scope,2002.0,0.03
Prey,2006.0,0.03
Wangan Midnight,2007.0,0.03
Suzumiya Haruhi no Tsuisou,2011.0,0.03
Clash of Elementalists,2013.0,0.03
Harukanaru Toki no Naka de Yumenoukihashi Special,2009.0,0.03
Zoo Tycoon,2001.0,0.03
Gacharoku,2002.0,0.03
SX Superstar,2003.0,0.03
MotoGP,2006.0,0.03
Driven,2001.0,0.03
Red Faction II,2003.0,0.03
Battle Engine Aquila,2003.0,0.03
Astonishia Story,2006.0,0.03
Junior Island Adventure,2011.0,0.03
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007.0,0.03
Crimson Tears,2004.0,0.03
Electroplankton,2005.0,0.03
Monster Guardians,2001.0,0.03
Magna Carta Portable,2006.0,0.03
The Italian Job,2003.0,0.03
RACE On,2009.0,0.03
Overlord II,2009.0,0.03
Dream C Club Zero,2011.0,0.03
Shining Stars,2008.0,0.03
Tail Concerto,1998.0,0.03
The Sum of All Fears,2003.0,0.03
Utawarerumono Portable,2009.0,0.03
Gaia Saver Hero Saidai no Sakusen,1994.0,0.03
Emma at the Farm,2008.0,0.03
NASCAR Heat Evolution,2016.0,0.03
Clannad,2011.0,0.03
Trials Fusion,2014.0,0.03
PowerSlave,1996.0,0.03
Legend of the Dragon,2007.0,0.03
Ukiyo no Shishi,2015.0,0.03
The Binding of Isaac,2012.0,0.03
CT Special Forces,2002.0,0.03
Beastly,2011.0,0.03
Tamagotchi no Doki Doki Dream Omisecchi,2013.0,0.03
Toushin Toshi,2014.0,0.03
Suujin Taisen,2007.0,0.03
Street Supremacy,2005.0,0.03
